Time: 4.83, Decolonized Patient: 973812141
Time: 329.20, Decolonized Patient: 638378603
Time: 329.24, Decolonized Patient: 1124705734
Time: 329.92, Decolonized Patient: 2025306263
Time: 330.89, Decolonized Patient: 448972697
Time: 331.86, Decolonized Patient: 1620810338
Time: 331.92, Decolonized Patient: 148816247
Time: 334.53, Decolonized Patient: 1532805234
Time: 335.03, Decolonized Patient: 210506261
Time: 336.42, Decolonized Patient: 1266022478
Time: 336.89, Decolonized Patient: 1294975796
Time: 337.50, Decolonized Patient: 94054239
Time: 337.67, Decolonized Patient: 864717223
Time: 338.75, Decolonized Patient: 1201949367
Time: 340.00, Decolonized Patient: 771854760
Time: 341.35, Decolonized Patient: 1185228158
Time: 342.81, Decolonized Patient: 1992473253
Time: 343.35, Decolonized Patient: 1085996894
Time: 344.22, Decolonized Patient: 1493647368
Time: 344.23, Decolonized Patient: 2142925542
Time: 344.82, Decolonized Patient: 1137864478
Time: 344.83, Decolonized Patient: 579963631
Time: 346.01, Decolonized Patient: 1116363712
Time: 348.00, Decolonized Patient: 2088899654
Time: 349.00, Decolonized Patient: 692604624
Time: 349.08, Decolonized Patient: 1447162635
Time: 349.90, Decolonized Patient: 1808033239
Time: 352.13, Decolonized Patient: 1497919317
Time: 352.28, Decolonized Patient: 1837007643
Time: 352.42, Decolonized Patient: 1324334311
Time: 352.65, Decolonized Patient: 1008059236
Time: 352.66, Decolonized Patient: 1993921206
Time: 353.09, Decolonized Patient: 1311264314
Time: 353.26, Decolonized Patient: 978157024
Time: 353.27, Decolonized Patient: 433068248
Time: 353.53, Decolonized Patient: 1644666919
Time: 355.74, Decolonized Patient: 720247672
Time: 358.39, Decolonized Patient: 845122842
Time: 358.63, Decolonized Patient: 767807959
Time: 359.29, Decolonized Patient: 749462855
Time: 361.51, Decolonized Patient: 884162960
Time: 361.56, Decolonized Patient: 871755558
Time: 362.88, Decolonized Patient: 97071118
Time: 365.50, Decolonized Patient: 371459013
Time: 365.60, Decolonized Patient: 473926303
Time: 365.72, Decolonized Patient: 1363261911
Time: 366.60, Decolonized Patient: 504590394
Time: 367.45, Decolonized Patient: 20203127
Time: 367.81, Decolonized Patient: 1892340517
Time: 368.46, Decolonized Patient: 1809783440
Time: 368.62, Decolonized Patient: 1224279668
Time: 369.36, Decolonized Patient: 1377278745
Time: 371.61, Decolonized Patient: 513604777
Time: 373.05, Decolonized Patient: 1920081957
Time: 373.20, Decolonized Patient: 1281370604
Time: 373.72, Decolonized Patient: 1948851802
Time: 374.50, Decolonized Patient: 185255965
Time: 375.14, Decolonized Patient: 298831285
Time: 375.40, Decolonized Patient: 1324334311
Time: 375.61, Decolonized Patient: 794231258
Time: 376.27, Decolonized Patient: 2132476065
Time: 376.84, Decolonized Patient: 1958722385
Time: 376.85, Decolonized Patient: 942457169
Time: 378.12, Decolonized Patient: 556379778
Time: 378.84, Decolonized Patient: 648641021
Time: 378.85, Decolonized Patient: 1762981627
Time: 379.06, Decolonized Patient: 1224279668
Time: 379.13, Decolonized Patient: 1379087794
Time: 380.66, Decolonized Patient: 267684416
Time: 381.92, Decolonized Patient: 19763183
Time: 382.00, Decolonized Patient: 102565779
Time: 383.83, Decolonized Patient: 195861938
Time: 386.15, Decolonized Patient: 1224371607
Time: 386.86, Decolonized Patient: 254119688
Time: 387.10, Decolonized Patient: 898962897
Time: 387.94, Decolonized Patient: 380714636
Time: 388.06, Decolonized Patient: 1738668292
Time: 388.09, Decolonized Patient: 1300814397
Time: 388.48, Decolonized Patient: 1180524785
Time: 388.64, Decolonized Patient: 602681368
Time: 389.06, Decolonized Patient: 814307976
Time: 389.12, Decolonized Patient: 1632276820
Time: 389.69, Decolonized Patient: 348539953
Time: 389.90, Decolonized Patient: 153138402
Time: 390.12, Decolonized Patient: 798039564
Time: 391.30, Decolonized Patient: 872585492
Time: 391.98, Decolonized Patient: 642685007
Time: 392.57, Decolonized Patient: 487944079
Time: 392.71, Decolonized Patient: 1034848705
Time: 393.21, Decolonized Patient: 642685007
Time: 393.69, Decolonized Patient: 234743465
Time: 394.40, Decolonized Patient: 409706895
Time: 394.66, Decolonized Patient: 2054871904
Time: 394.87, Decolonized Patient: 1244259159
Time: 395.57, Decolonized Patient: 513604777
Time: 396.23, Decolonized Patient: 1676640372
Time: 396.60, Decolonized Patient: 6656083
Time: 396.63, Decolonized Patient: 1009634150
Time: 398.21, Decolonized Patient: 1147669436
Time: 398.26, Decolonized Patient: 235215619
Time: 398.49, Decolonized Patient: 709153994
Time: 398.64, Decolonized Patient: 29942234
Time: 399.52, Decolonized Patient: 258261247
Time: 400.01, Decolonized Patient: 2109230287
Time: 401.22, Decolonized Patient: 827062631
Time: 402.55, Decolonized Patient: 972961927
Time: 402.79, Decolonized Patient: 2034307028
Time: 403.03, Decolonized Patient: 334217608
Time: 404.67, Decolonized Patient: 1120512331
Time: 404.85, Decolonized Patient: 1449101297
Time: 406.01, Decolonized Patient: 487358820
Time: 406.31, Decolonized Patient: 1324334311
Time: 406.39, Decolonized Patient: 636736871
Time: 406.51, Decolonized Patient: 704294115
Time: 406.68, Decolonized Patient: 1632276820
Time: 406.68, Decolonized Patient: 718957198
Time: 408.29, Decolonized Patient: 1449813414
Time: 409.02, Decolonized Patient: 551071940
Time: 409.38, Decolonized Patient: 601414189
Time: 409.57, Decolonized Patient: 348970764
Time: 410.45, Decolonized Patient: 1772235363
Time: 411.28, Decolonized Patient: 1384282266
Time: 411.35, Decolonized Patient: 1538648414
Time: 411.83, Decolonized Patient: 638378603
Time: 413.40, Decolonized Patient: 1980286968
Time: 414.00, Decolonized Patient: 1415189664
Time: 414.27, Decolonized Patient: 2130560182
Time: 414.82, Decolonized Patient: 1612260306
Time: 415.12, Decolonized Patient: 1035072842
Time: 415.69, Decolonized Patient: 1473280759
Time: 415.89, Decolonized Patient: 1700919501
Time: 415.93, Decolonized Patient: 1538077119
Time: 416.73, Decolonized Patient: 2063432264
Time: 417.91, Decolonized Patient: 1056079444
Time: 418.46, Decolonized Patient: 113099194
Time: 418.55, Decolonized Patient: 2004851550
Time: 420.02, Decolonized Patient: 1274806408
Time: 420.65, Decolonized Patient: 481813564
Time: 420.74, Decolonized Patient: 604601613
Time: 421.44, Decolonized Patient: 872585492
Time: 421.45, Decolonized Patient: 1133090858
Time: 423.11, Decolonized Patient: 74643989
Time: 423.30, Decolonized Patient: 782902918
Time: 423.60, Decolonized Patient: 1647949674
Time: 425.89, Decolonized Patient: 1859368908
Time: 427.51, Decolonized Patient: 430848510
Time: 428.23, Decolonized Patient: 1744882288
Time: 428.48, Decolonized Patient: 520285197
Time: 429.27, Decolonized Patient: 134846079
Time: 429.65, Decolonized Patient: 1889994915
Time: 430.75, Decolonized Patient: 2088158321
Time: 430.90, Decolonized Patient: 777198971
Time: 431.85, Decolonized Patient: 2087922871
Time: 433.52, Decolonized Patient: 124917786
Time: 433.90, Decolonized Patient: 638378603
Time: 434.46, Decolonized Patient: 563540123
Time: 435.06, Decolonized Patient: 32328158
Time: 435.28, Decolonized Patient: 852070495
Time: 436.58, Decolonized Patient: 2050807327
Time: 437.89, Decolonized Patient: 1824293109
Time: 439.71, Decolonized Patient: 1858342925
Time: 440.23, Decolonized Patient: 950245226
Time: 440.90, Decolonized Patient: 1264577859
Time: 443.03, Decolonized Patient: 1870127356
Time: 443.15, Decolonized Patient: 180158951
Time: 443.19, Decolonized Patient: 1313495913
Time: 443.39, Decolonized Patient: 2084417272
Time: 443.39, Decolonized Patient: 390953593
Time: 443.91, Decolonized Patient: 2055972268
Time: 444.69, Decolonized Patient: 190856100
Time: 444.93, Decolonized Patient: 134364246
Time: 445.38, Decolonized Patient: 1416703735
Time: 445.53, Decolonized Patient: 896545041
Time: 446.28, Decolonized Patient: 591697136
Time: 446.30, Decolonized Patient: 1828434353
Time: 447.54, Decolonized Patient: 102147430
Time: 448.58, Decolonized Patient: 1623992527
Time: 449.41, Decolonized Patient: 656517707
Time: 450.20, Decolonized Patient: 600627303
Time: 450.33, Decolonized Patient: 1192720899
Time: 450.46, Decolonized Patient: 1365613745
Time: 451.14, Decolonized Patient: 1525427167
Time: 451.92, Decolonized Patient: 2069573166
Time: 453.29, Decolonized Patient: 228453901
Time: 453.31, Decolonized Patient: 1490263696
Time: 454.06, Decolonized Patient: 934446421
Time: 457.22, Decolonized Patient: 1991991725
Time: 457.44, Decolonized Patient: 726000626
Time: 457.68, Decolonized Patient: 1268404223
Time: 458.03, Decolonized Patient: 2023920580
Time: 458.74, Decolonized Patient: 1851129097
Time: 459.32, Decolonized Patient: 2110068288
Time: 462.85, Decolonized Patient: 894205091
Time: 463.28, Decolonized Patient: 2138824363
Time: 463.71, Decolonized Patient: 555075394
Time: 463.85, Decolonized Patient: 1595615239
Time: 464.71, Decolonized Patient: 1381004842
Time: 467.08, Decolonized Patient: 857958309
Time: 467.38, Decolonized Patient: 2138824363
Time: 468.12, Decolonized Patient: 1706946380
Time: 468.82, Decolonized Patient: 871007557
Time: 469.24, Decolonized Patient: 2121549985
Time: 471.45, Decolonized Patient: 1543211863
Time: 471.96, Decolonized Patient: 380559135
Time: 473.56, Decolonized Patient: 1429675114
Time: 473.63, Decolonized Patient: 960242089
Time: 473.69, Decolonized Patient: 1459318795
Time: 474.13, Decolonized Patient: 1677065290
Time: 474.43, Decolonized Patient: 1823904876
Time: 474.47, Decolonized Patient: 720717193
Time: 474.87, Decolonized Patient: 1696238440
Time: 475.15, Decolonized Patient: 436765546
Time: 475.39, Decolonized Patient: 1764796984
Time: 476.72, Decolonized Patient: 1457000066
Time: 477.13, Decolonized Patient: 1076074655
Time: 477.66, Decolonized Patient: 1086233589
Time: 478.15, Decolonized Patient: 697861070
Time: 478.92, Decolonized Patient: 567128105
Time: 479.19, Decolonized Patient: 33203619
Time: 480.20, Decolonized Patient: 2072397056
Time: 480.21, Decolonized Patient: 239971583
Time: 480.27, Decolonized Patient: 2129043120
Time: 482.41, Decolonized Patient: 1045828121
Time: 482.80, Decolonized Patient: 456268534
Time: 483.43, Decolonized Patient: 1882518689
Time: 483.95, Decolonized Patient: 168684318
Time: 485.70, Decolonized Patient: 1999110447
Time: 485.87, Decolonized Patient: 1759575070
Time: 488.79, Decolonized Patient: 570807274
Time: 488.91, Decolonized Patient: 1516613682
Time: 489.50, Decolonized Patient: 1685613489
Time: 489.66, Decolonized Patient: 489416619
Time: 490.21, Decolonized Patient: 195259631
Time: 491.17, Decolonized Patient: 881499383
Time: 491.50, Decolonized Patient: 1399633354
Time: 491.86, Decolonized Patient: 1121894721
Time: 493.04, Decolonized Patient: 55958476
Time: 493.29, Decolonized Patient: 576085955
Time: 493.81, Decolonized Patient: 1412910712
Time: 494.10, Decolonized Patient: 1368764156
Time: 494.49, Decolonized Patient: 535316256
Time: 494.82, Decolonized Patient: 1157304949
Time: 495.02, Decolonized Patient: 1917571691
Time: 495.62, Decolonized Patient: 440860950
Time: 496.29, Decolonized Patient: 670093850
Time: 497.12, Decolonized Patient: 297828963
Time: 497.22, Decolonized Patient: 1760493448
Time: 497.28, Decolonized Patient: 1997028301
Time: 497.52, Decolonized Patient: 1739452979
Time: 498.59, Decolonized Patient: 1579751388
Time: 498.70, Decolonized Patient: 732298321
Time: 499.65, Decolonized Patient: 1017932327
Time: 502.44, Decolonized Patient: 254576704
Time: 503.76, Decolonized Patient: 345141349
Time: 504.26, Decolonized Patient: 717067847
Time: 504.36, Decolonized Patient: 661204042
Time: 504.43, Decolonized Patient: 1011488892
Time: 504.72, Decolonized Patient: 2073855307
Time: 506.03, Decolonized Patient: 1434726985
Time: 506.49, Decolonized Patient: 1981334101
Time: 507.67, Decolonized Patient: 1840864484
Time: 508.08, Decolonized Patient: 808000263
Time: 508.65, Decolonized Patient: 1352993029
Time: 509.01, Decolonized Patient: 943508099
Time: 510.58, Decolonized Patient: 805746365
Time: 510.96, Decolonized Patient: 1991935788
Time: 511.65, Decolonized Patient: 584901887
Time: 512.40, Decolonized Patient: 1037730726
Time: 512.47, Decolonized Patient: 1286532334
Time: 513.71, Decolonized Patient: 713969330
Time: 514.60, Decolonized Patient: 963722499
Time: 515.01, Decolonized Patient: 1554521326
Time: 515.06, Decolonized Patient: 701128582
Time: 515.99, Decolonized Patient: 1792949780
Time: 517.47, Decolonized Patient: 478502383
Time: 518.39, Decolonized Patient: 1728596253
Time: 518.55, Decolonized Patient: 2001101600
Time: 519.46, Decolonized Patient: 713969330
Time: 520.15, Decolonized Patient: 1720891029
Time: 521.67, Decolonized Patient: 523771283
Time: 523.58, Decolonized Patient: 733968701
Time: 523.72, Decolonized Patient: 553621826
Time: 523.86, Decolonized Patient: 620308690
Time: 524.70, Decolonized Patient: 1317543048
Time: 524.82, Decolonized Patient: 1229122563
Time: 524.98, Decolonized Patient: 1840864484
Time: 525.94, Decolonized Patient: 1454087640
Time: 526.38, Decolonized Patient: 270466180
Time: 526.46, Decolonized Patient: 1553323589
Time: 527.12, Decolonized Patient: 1726957840
Time: 527.81, Decolonized Patient: 730364024
Time: 528.46, Decolonized Patient: 1377798294
Time: 528.81, Decolonized Patient: 2092125493
Time: 529.66, Decolonized Patient: 1963635572
Time: 531.20, Decolonized Patient: 1927952139
Time: 531.38, Decolonized Patient: 553621826
Time: 532.21, Decolonized Patient: 2073518552
Time: 532.30, Decolonized Patient: 42456916
Time: 532.42, Decolonized Patient: 151120365
Time: 533.21, Decolonized Patient: 504433637
Time: 533.45, Decolonized Patient: 1210278895
Time: 533.58, Decolonized Patient: 395380320
Time: 535.94, Decolonized Patient: 1100021094
Time: 535.95, Decolonized Patient: 1499184333
Time: 537.38, Decolonized Patient: 1236815775
