Time: 11.46, Decolonized Patient: 54
Time: 544.45, Decolonized Patient: 1915
Time: 544.63, Decolonized Patient: 498
Time: 545.46, Decolonized Patient: 1833
Time: 546.34, Decolonized Patient: 1477
Time: 547.17, Decolonized Patient: 1939
Time: 547.28, Decolonized Patient: 1481
Time: 548.27, Decolonized Patient: 1906
Time: 548.37, Decolonized Patient: 1594
Time: 548.66, Decolonized Patient: 1945
Time: 548.72, Decolonized Patient: 952
Time: 548.92, Decolonized Patient: 389
Time: 549.93, Decolonized Patient: 834
Time: 551.17, Decolonized Patient: 800
Time: 551.17, Decolonized Patient: 153
Time: 551.67, Decolonized Patient: 282
Time: 552.23, Decolonized Patient: 1414
Time: 552.55, Decolonized Patient: 1399
Time: 552.91, Decolonized Patient: 385
Time: 553.30, Decolonized Patient: 387
Time: 554.40, Decolonized Patient: 1356
Time: 554.52, Decolonized Patient: 1900
Time: 554.82, Decolonized Patient: 655
Time: 554.88, Decolonized Patient: 1095
Time: 555.03, Decolonized Patient: 1899
Time: 556.62, Decolonized Patient: 1861
Time: 556.77, Decolonized Patient: 1287
Time: 557.57, Decolonized Patient: 1714
Time: 557.92, Decolonized Patient: 1828
Time: 559.24, Decolonized Patient: 1817
Time: 559.79, Decolonized Patient: 1937
Time: 562.20, Decolonized Patient: 694
Time: 562.74, Decolonized Patient: 1967
Time: 562.76, Decolonized Patient: 1959
Time: 563.86, Decolonized Patient: 1977
Time: 564.24, Decolonized Patient: 1726
Time: 566.09, Decolonized Patient: 1877
Time: 566.56, Decolonized Patient: 1503
Time: 568.92, Decolonized Patient: 1178
Time: 569.31, Decolonized Patient: 1979
Time: 569.54, Decolonized Patient: 1473
Time: 569.84, Decolonized Patient: 1430
Time: 570.99, Decolonized Patient: 1836
Time: 571.05, Decolonized Patient: 1034
Time: 573.80, Decolonized Patient: 1519
Time: 574.09, Decolonized Patient: 1907
Time: 574.32, Decolonized Patient: 479
Time: 575.84, Decolonized Patient: 1999
Time: 576.11, Decolonized Patient: 243
Time: 578.06, Decolonized Patient: 2014
Time: 578.60, Decolonized Patient: 1866
